genres,avaliacoes_positivas_percentual,concorrentes
Casual;Indie;Strategy,73.35480276,435
"Action;Adventure;Casual;Indie;Racing;Sports;Early Access",73.33330000,1
Adventure;Casual;Strategy,73.33057727,22
Action;Adventure;Indie;Racing;Simulation;Sports,73.32680000,2
Adventure;Strategy,73.31922857,21
RPG;Strategy,73.26026322,87
"RPG;Early Access",73.25089167,12
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development",73.24963333,3
"Violent;Gore;Action;Adventure;Casual;Indie;RPG;Early Access",73.21430000,1
Violent;Adventure;Indie;Strategy,73.07690000,1
Violent;Adventure;Casual;Indie,73.05406000,5
"Casual;Indie;Racing;Simulation;Sports;Early Access",73.03330000,3
Casual;Indie;RPG;Simulation;Strategy,73.01408182,22
"Indie;Massively Multiplayer;RPG",73.01358000,5
"Indie;Simulation;Strategy;Early Access",73.00250500,80
Action;Casual;Simulation;Strategy,72.97862500,12
Casual;Indie;RPG,72.95867797,59
"Sexual Content;Violent;Adventure;Indie;Simulation",72.95320000,2
"Action;Indie;Racing;Early Access",72.94814444,18
"Adventure;Indie;Simulation;Strategy;Early Access",72.90673333,6
Violent;Gore;Action;Casual;Indie,72.86802857,7
Action;Casual;Indie;Sports;Strategy,72.84087500,4
"Violent;Gore;Action;Indie;Early Access",72.81332222,9
Gore;Action;Adventure;Casual;Indie,72.72730000,1
"Action;Adventure;Casual;Free to Play;Indie;RPG;Simulation;Sports;Strategy",72.72730000,1
Action;Indie;Racing;Simulation,72.72165000,10
Nudity;Violent;Action;RPG;Strategy,72.68040000,1
Casual;Indie;RPG;Strategy,72.64011304,23
"Violent;Action;Simulation;Early Access",72.54900000,1
"Sexual Content;Casual;Indie",72.54357500,8
"Casual;Indie;Simulation;Strategy;Early Access",72.43676364,22
"Sexual Content;Indie;RPG",72.41380000,1
"Indie;Massively Multiplayer;Racing;Simulation",72.41380000,1
Casual;Strategy,72.40561146,96
Action;Adventure;Indie;RPG,72.33295926,324
"Action;Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access",72.33005000,4
Violent;Adventure;Indie,72.30948571,14
"Adventure;Indie;Massively Multiplayer;RPG;Strategy",72.29273333,3
"Violent;Indie;Early Access",72.22220000,2
"Casual;Early Access",72.15179412,17
Violent;Gore;Action;Adventure;Indie;Strategy,72.12120000,2
Adventure;Indie;Strategy,72.11444079,76
Adventure;Casual;Simulation,72.07160238,42
"Action;Casual;Indie;Simulation;Strategy;Early Access",72.06163333,9
Action;Adventure;Casual;Indie;RPG;Strategy,72.00786000,30
Indie;Casual,71.97860455,22
"Casual;Indie;Simulation;Early Access",71.87465179,56
Action;Adventure;RPG,71.85788621,87
"Indie;Strategy;Early Access",71.83396140,57
Action;Casual,71.68786075,107
Action;RPG;Strategy,71.52399000,10
Action;Adventure;Casual;Indie;Racing;Simulation,71.51984167,12
"Animation & Modeling;Early Access",71.42860000,1
"Adventure;Casual;RPG;Early Access",71.42860000,1
"Action;Indie;Massively Multiplayer;RPG;Simulation;Early Access",71.42860000,1
Action;Racing;Strategy,71.42860000,1
Violent;Action;Adventure;Indie;RPG;Simulation,71.42860000,1
"Sexual Content;Nudity;Violent;Gore;Action;Casual",71.42860000,1
Indie;RPG;Sports;Strategy,71.42860000,1
"Sexual Content;Adventure;Indie;Simulation",71.42860000,1
"Action;Adventure;RPG;Strategy;Early Access",71.42855000,2
Indie;Strategy,71.37862975,353
"Adventure;Casual;Strategy;Early Access",71.33760000,1
"Action;Adventure;Casual;Indie;Early Access",71.32796604,53
Action;Adventure;Indie,71.27389374,1199
"Sexual Content;Nudity;Gore;Casual;Indie",71.25000000,1
"Sexual Content;Nudity;Adventure;RPG",71.24760000,2
"Sexual Content;Violent;Gore;Casual",71.21210000,1
"Adventure;Casual;Indie;Simulation;Early Access",71.16151818,11
Action;Casual;Indie;Strategy,71.04769576,118
"Adventure;Casual;Indie;RPG;Simulation;Early Access",71.03345000,10
Action;Adventure,70.98272175,354
"Action;Adventure;RPG;Early Access",70.97165789,19
Violent;Gore;Action;Indie;RPG,70.93955000,2
"Casual;Indie;Sports;Early Access",70.92852143,14
Action;Indie;Strategy,70.92240046,217
"Massively Multiplayer;Simulation;Sports;Early Access",70.90910000,1
"Action;Racing;Early Access",70.86730000,5
Adventure;Casual;Indie;RPG;Strategy,70.85820323,62
Violent;Action;Casual;Indie;Strategy,70.83335000,2
"Action;Adventure;Casual;Indie;Massively Multiplayer;Simulation;Strategy",70.83330000,1
"Adventure;Casual;Indie;Early Access",70.81308333,24
"Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Strategy",70.58820000,1
"Casual;Free to Play;Indie;Massively Multiplayer;Simulation;Sports;Strategy",70.58820000,1
Casual;Indie;Simulation,70.57950306,359
Adventure;Indie;Simulation;Strategy,70.54863810,21
"Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access",70.52630000,1
"Simulation;Early Access",70.52038077,26
"Action;Indie;RPG;Simulation;Early Access",70.48871250,8
Action;Strategy,70.47961081,74
Adventure;Casual;Indie;Sports;Strategy,70.45457500,4
"Casual;Indie;RPG;Early Access",70.43513333,3
RPG;Simulation;Strategy,70.34306429,14
"Violent;Gore;Action;Indie;RPG;Early Access",70.31425000,2
Casual;Simulation;Sports;Strategy,70.30798889,9
Action;Casual;Indie;RPG;Simulation;Strategy,70.28035000,2
"Action;Casual;Indie;Massively Multiplayer;Strategy",70.27320000,2
Indie;Simulation,70.26336390,205
"Sexual Content;Nudity;Casual",70.23806667,3
Strategy,70.19638315,463
"Action;Casual;Indie;Massively Multiplayer;Simulation;Strategy;Early Access",70.17540000,1
Action;Casual;Indie;Simulation,70.16579560,91
Gore;Action;Indie,70.13706000,5
"Action;Adventure;Indie;Early Access",70.13127364,129
"Indie;Massively Multiplayer;Simulation;Strategy",70.00000000,1
"Sexual Content;Nudity;Violent;Casual;Indie",70.00000000,1
"Action;Adventure;Racing;Early Access",70.00000000,2
Gore;Casual;Indie;Strategy,70.00000000,1
"Action;Adventure;Indie;RPG;Early Access",69.98249358,109
Racing;Sports,69.97702778,18
"Action;Indie;Simulation;Early Access",69.97643095,42
Action;Indie;Racing;Simulation;Sports,69.97315714,14
Indie;RPG;Simulation;Strategy,69.92857105,38
"Action;Adventure;Simulation;Early Access",69.83446000,5
Adventure;Casual;Indie;Strategy,69.78616852,54
Action;Adventure;Casual,69.71107895,57
"Casual;Indie;Early Access",69.70667826,46
"Sexual Content;Nudity;Violent;Adventure;Casual",69.69700000,1
"Action;Casual;Indie;Simulation;Sports;Early Access",69.58063000,10
"Action;Casual;Indie;Massively Multiplayer;RPG;Simulation",69.56520000,1
"Action;Adventure;Casual;Indie;Strategy;Early Access",69.53407143,14
Racing;Simulation;Sports,69.47620182,55
"Animation & Modeling;Design & Illustration;Education;Software Training;Utilities",69.46500000,3
Strategy;Indie;Casual,69.42375000,2
Action;Adventure;Sports,69.39672500,4
Action;Adventure;RPG;Strategy,69.24905000,8
Violent;Adventure;Casual;Indie;RPG;Simulation;Strategy,69.23080000,1
"Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access",69.23075000,2
"RPG;Strategy;Early Access",69.18050000,2
Adventure;Indie;Simulation,69.15952017,119
"Sexual Content;Nudity;Adventure;Indie;Simulation;Strategy",69.14890000,1
"Animation & Modeling;Software Training;Utilities;Early Access",69.14290000,1
Adventure;RPG;Simulation;Strategy,69.09187500,4
"Adventure;Casual;Indie;Simulation;Strategy;Early Access",69.07792000,5
"Action;Strategy;Early Access",69.06380000,8
Strategy;Casual,69.00201250,8
Violent;Gore;Action;Indie,68.98097143,56
Action;Adventure;Indie;Strategy,68.92436786,56
Adventure;Simulation,68.89259333,30
"Animation & Modeling;Design & Illustration;Education",68.88890000,1
"Action;Casual;Massively Multiplayer;Racing;Simulation;Sports;Early Access",68.88890000,1
Violent;Action;Indie;Strategy,68.86075000,2
Adventure;Indie;Casual,68.83560000,1
Indie;Sports,68.76416667,30
Violent;Action;Indie,68.72048649,37
Adventure;Casual;Indie;RPG;Simulation;Sports,68.68686667,3
Simulation;Strategy,68.68437630,173
"Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy",68.58650000,1
"Violent;Gore;Action;Strategy;Early Access",68.57140000,1
Adventure;Casual;Indie;RPG;Sports,68.57140000,1
"Action;Adventure;Casual;Indie;Sports;Early Access",68.56060000,2
Adventure;Casual;Indie;RPG;Simulation;Strategy,68.54375128,39
Violent;Gore;Adventure;Indie,68.49792778,18
"Sexual Content;Nudity;Action;Casual;Indie",68.48446667,3
Casual,68.40614843,541
Action;Indie;Simulation;Strategy,68.40561143,35
"Action;Indie;Massively Multiplayer;Simulation;Early Access",68.39852500,4
"Animation & Modeling;Design & Illustration;Photo Editing;Utilities",68.35440000,1
Violent;Gore;Action;Adventure;Indie;RPG;Strategy,68.33335000,2
"Adventure;Massively Multiplayer",68.22430000,1
Action;Casual;Racing,68.21767143,7
Adventure;Casual;Indie;Simulation;Sports;Strategy,68.18182500,8
Violent;Gore;Action;Casual;Strategy,68.18180000,1
Action;Indie;RPG;Simulation;Strategy,68.17092857,7
Violent;Gore;Casual;Indie,68.16745000,2
Violent;Action;Strategy,68.13016000,5
"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy",68.07623333,3
"Indie;Massively Multiplayer;Simulation;Early Access",68.04815000,2
"Action;Casual;Indie;Massively Multiplayer;Simulation;Strategy",68.00000000,1
"Action;Casual;Indie;Racing;Simulation;Sports;Early Access",68.00000000,1
Action;Adventure;Casual;Indie;RPG,67.94929882,85
"Adventure;Indie;RPG;Early Access",67.93998800,25
"Action;Casual;Indie;Racing;RPG;Simulation;Strategy;Early Access",67.88920000,1
"Animation & Modeling;Design & Illustration;Photo Editing;Software Training;Utilities;Video Production",67.85710000,1
Action;Adventure;Casual;Indie;Strategy,67.78076753,77
Action;Casual;Indie;Racing;Simulation,67.78003333,12
Violent;Gore;Indie,67.70354286,14
Violent;Action;Adventure;Indie;RPG,67.68520000,3
Action;Casual;Indie;Simulation;Sports,67.63424211,19
Casual;Indie;Racing,67.61221864,59
"Simulation;Sports;Early Access",67.59200000,7
Violent;Gore;Action;Adventure;Indie;Simulation;Strategy,67.58770000,1
"Adventure;Casual;Free to Play;Indie",67.53813333,3
"Sexual Content;Nudity;Violent;Adventure;Casual;Indie;Simulation",67.48165000,2
Gore;Action;Adventure;Indie;RPG,67.44190000,1
Nudity;Violent;Gore;Action;Adventure,67.40430000,3
Action;Adventure;Indie;RPG;Strategy,67.40235000,54
Action;Adventure;Casual;Indie;RPG;Simulation,67.38883810,21
"Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access",67.37590000,1
"Violent;Action;Early Access",67.33536667,3
"Early Access",67.30375000,8
Casual;Indie;Sports,67.30132326,43
"Violent;Action;Adventure;Indie;Massively Multiplayer;RPG",67.27460000,1
Indie;Simulation;Sports,67.23420263,38
Action;Adventure;Indie;Racing;Simulation,67.18612000,5
"Adventure;Indie;Simulation;Early Access",67.18158000,10
Utilities,67.10275652,23
Action;Adventure;Indie;RPG;Simulation;Strategy,67.10264000,15
Action;Adventure;Casual;Indie,67.06912298,470
"Action;Adventure;Indie;Simulation;Early Access",67.01680811,37
Casual;Sports,66.98054444,18
Indie;Simulation;Strategy,66.97261266,229
"Indie;Massively Multiplayer;Strategy;Early Access",66.88830000,3
Action;Casual;Simulation;Sports,66.85097500,8
Violent;Gore;Indie;RPG,66.80160000,1
"Indie;RPG;Strategy;Early Access",66.72646429,28
Action;Adventure;Casual;Indie;Simulation,66.71835294,68
Strategy;Action;Indie,66.66670000,1
"Action;Sports;Strategy;Early Access",66.66670000,1
"Violent;Action;Adventure;Strategy;Early Access",66.66670000,1
"Violent;Action;Strategy;Early Access",66.66670000,1
Nudity;Violent;Gore;Adventure;Casual;Simulation,66.66670000,1
Nudity;Adventure;Casual,66.66670000,1
Action;Indie;Racing;RPG;Simulation;Strategy,66.66670000,1
"Violent;Action;Indie;Simulation;Strategy;Early Access",66.66670000,1
"Nudity;Violent;Gore;Action;Indie;Early Access",66.66670000,1
"Massively Multiplayer;Strategy",66.66670000,1
"Action;Adventure;Massively Multiplayer;Strategy;Early Access",66.66670000,1
"Violent;Gore;RPG;Early Access",66.66670000,1
"Action;Adventure;Casual;RPG;Early Access",66.66670000,1
Violent;Casual;RPG;Simulation;Strategy,66.66670000,1
Violent;Gore;Indie;Sports,66.66670000,1
Violent;Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Strategy,66.66670000,1
Nudity;Violent;Gore;Casual;Indie,66.66670000,1
"Sexual Content;Action;Casual;Indie;Simulation;Strategy;Early Access",66.66670000,1
"Violent;Adventure;Indie;Early Access",66.66670000,1
Gore;Action;Casual;Indie;Strategy,66.66670000,1
Nudity;Adventure;Casual;Indie;RPG,66.66670000,1
"Adventure;Free to Play;Indie;RPG;Strategy",66.66670000,1
"Sexual Content;Nudity;Violent;Casual;Indie;RPG",66.66670000,1
RPG;Simulation;Sports,66.66670000,1
Action;Casual;Sports;Strategy,66.66670000,1
"Casual;Simulation;Animation & Modeling;Design & Illustration;Utilities",66.66670000,1
"Action;Casual;Simulation;Sports;Early Access",66.66665000,2
Action;Casual;Indie;RPG;Sports,66.66665000,2
Adventure;Indie;RPG;Simulation;Strategy,66.60503333,21
"Indie;Massively Multiplayer;RPG;Early Access",66.60084000,5
"Indie;Massively Multiplayer;Strategy",66.45520000,5
"Indie;Simulation;Early Access",66.40669821,56
"Action;Casual;Free to Play;Indie;Strategy;Early Access",66.40000000,1
Action;Adventure;Casual;RPG,66.35053333,9
"Violent;Gore;Action;Adventure;Indie;Simulation;Early Access",66.33000000,3
"Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access",66.28810000,1
Racing,66.27891235,81
Action;Indie;Simulation,66.27143772,114
Violent;Gore;Action;Adventure;Casual;RPG,66.10170000,1
"Action;Indie;Massively Multiplayer;Racing;Simulation;Sports",66.02920000,1
Violent;Gore;Action;Adventure;Indie;RPG,66.01610000,13
Action;Adventure;Casual;Simulation,65.95527273,11
Gore;Adventure;Casual;Indie,65.93642500,4
Action;Adventure;Casual;Indie;Racing;Simulation;Sports,65.93232500,8
Casual;Indie;Simulation;Sports;Strategy,65.82410000,21
"Strategy;Early Access",65.76972000,20
Indie;RPG;Simulation,65.70626364,22
Gore;Action;Indie;Strategy,65.68630000,2
Indie;RPG;Simulation;Sports;Strategy,65.67160000,1
Adventure;Indie;RPG;Simulation,65.52888571,21
"Animation & Modeling;Design & Illustration;Education;Utilities;Early Access",65.51720000,1
Action;Casual;Indie;RPG,65.49471905,21
Violent;Action;Adventure;Casual;Indie,65.47620000,1
Violent;Action;Adventure;Strategy,65.45235000,2
"Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access",65.38460000,1
"Action;Indie;Massively Multiplayer",65.33968462,13
Violent;Gore;Action;Adventure;Casual;Indie;Racing;Simulation;Sports,65.21740000,1
Action;Casual;Indie;Simulation;Strategy,65.19797660,47
"Action;Adventure;Indie;Massively Multiplayer;Early Access",65.14430000,4
"Action;Adventure;Indie;Massively Multiplayer;Simulation",65.13010000,4
Action;Adventure;Casual;Indie;Racing;Sports,65.11630000,1
"Action;Adventure;Early Access",65.01438421,19
"Indie;Racing;Simulation;Sports;Early Access",65.00682500,4
"Action;Indie;Massively Multiplayer;Simulation;Strategy",64.99440000,1
"Action;Indie;Simulation;Strategy;Early Access",64.98936000,15
Action;Racing,64.91902308,39
"Adventure;Indie;Massively Multiplayer",64.90876667,3
"Violent;Gore;Action;Indie;RPG;Strategy;Early Access",64.81480000,1
Violent;Sports,64.79590000,1
"Casual;Simulation;Early Access",64.71442308,13
"Action;Casual;Indie;Massively Multiplayer",64.66225000,10
"Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy",64.64090000,1
"Massively Multiplayer;Early Access",64.58330000,1
"Adventure;Indie;Massively Multiplayer;Simulation;Early Access",64.52280000,1
Action;Adventure;Casual;Indie;Simulation;Sports,64.51950000,9
Indie;Simulation;Sports;Strategy,64.39930333,30
"Action;Adventure;Indie;Racing;Simulation;Sports;Early Access",64.35485000,2
Nudity;Casual;Simulation,64.28570000,1
"Casual;Animation & Modeling;Video Production",64.28570000,1
"Action;Adventure;Indie;Simulation;Strategy;Early Access",64.26538000,10
Violent;Gore;Action;Adventure;Casual;Indie;Racing,64.10260000,1
"Violent;Action;Indie;Early Access",64.03003077,13
Adventure;Casual;Indie;Racing,63.88601818,11
"Violent;Gore;Indie;Massively Multiplayer;Early Access",63.87100000,1
"Simulation;Strategy;Early Access",63.84792308,13
RPG;Indie;Casual,63.79310000,1
Gore;Action;Casual;Indie,63.75997500,4
Gore;Action;Indie;RPG,63.73125000,2
Strategy;Indie,63.67783333,3
Nudity;Violent;Adventure;Casual;Indie;Simulation,63.63640000,1
"Action;Adventure;Indie;Racing;RPG;Simulation;Early Access",63.63640000,1
"Indie;Simulation;Animation & Modeling;Video Production;Early Access",63.63640000,1
"Design & Illustration;Utilities",63.56140000,5
Casual;RPG,63.48759167,12
"Action;Casual;Indie;RPG;Early Access",63.41072000,5
Action;Adventure;Indie;Simulation;Strategy,63.39266250,16
Casual;Indie;Simulation;Strategy,63.29738453,181
Nudity;Action;Indie,63.28500000,1
"Racing;Early Access",63.26228000,5
"Action;Casual;Indie;Massively Multiplayer;RPG;Simulation;Early Access",63.24850000,1
Indie;Racing;RPG;Simulation,63.21840000,1
"Casual;Indie;Simulation;Sports;Early Access",63.17253529,17
"Education;Early Access",63.15790000,1
"Nudity;Violent;Action;Indie;Early Access",63.15790000,1
"Action;Indie;Massively Multiplayer;Early Access",63.13630769,13
Adventure;Casual;Indie;Simulation,63.11827113,142
"Massively Multiplayer;Racing;Simulation;Sports",63.11347500,4
Action;Adventure;Casual;Racing;Simulation;Sports,63.00000000,2
"Sexual Content;Adventure;Simulation",62.96300000,1
Violent;Action,62.92132941,17
Gore;Adventure;Indie,62.91999000,10
Nudity;Casual;Indie;Strategy,62.91210000,2
Nudity;Action;Adventure,62.82825000,2
"Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access",62.79505000,2
Adventure;Casual;Indie;Racing;RPG;Simulation;Strategy,62.79070000,1
"Action;Simulation;Early Access",62.73872500,12
"Massively Multiplayer;Racing",62.72190000,1
"Utilities;Video Production;Early Access",62.68730000,2
"Indie;RPG;Simulation;Strategy;Early Access",62.66299167,12
Adventure;Casual;Indie;Sports,62.64398000,5
"Action;Massively Multiplayer;Racing",62.62426667,3
Violent;Gore;Action;Adventure;Indie;Simulation,62.60188571,7
Nudity;Casual;Indie,62.59827500,4
Action;Adventure;Indie;RPG;Simulation,62.58537600,25
"Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation",62.55690000,1
"Sexual Content;Nudity;Violent;Indie;Simulation",62.50000000,1
"Free to Play;Indie;Strategy",62.50000000,1
"Indie;Animation & Modeling",62.50000000,1
Indie;Racing;Strategy,62.50000000,1
Nudity;Gore;Action;Adventure;Indie,62.50000000,1
"Action;Indie;Massively Multiplayer;Strategy",62.48877500,4
"Sexual Content;Nudity;Violent;Gore;Action;Indie",62.48570000,2
Casual;Simulation,62.38732393,117
Adventure;Racing;Simulation;Sports,62.28290000,1
Action;Adventure;Indie;Simulation,62.21097294,85
"Sexual Content;Violent;Action",62.21066667,3
Adventure;Simulation;Strategy,62.17416667,9
"Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access",62.11855000,2
"Action;Adventure;Casual;Massively Multiplayer;RPG;Strategy;Early Access",61.96240000,1
"Action;Adventure;Casual;Indie;RPG;Simulation;Early Access",61.94442500,8
Violent;Action;Adventure;Indie,61.93318095,21
"Action;Adventure;Casual;Massively Multiplayer;RPG;Early Access",61.90480000,1
Action;Simulation;Sports;Strategy,61.68105000,2
Action;Casual;Simulation,61.65169000,30
Adventure;Casual;Racing,61.64875000,2
"Sexual Content;Action;Adventure;Indie;Racing;Simulation;Sports",61.53850000,1
"Action;Early Access",61.44267209,43
"Violent;Action;Casual;Indie;Early Access",61.41415000,6
Action;Casual;Simulation;Sports;Strategy,61.41292500,4
"Sexual Content;Nudity;Casual;Indie;Simulation",61.37673750,8
Adventure;Casual;RPG;Strategy,61.26982000,5
Violent;Gore;Adventure,61.25944000,5
Action;Adventure;Indie;Racing;Sports;Strategy,61.15700000,1
"Adventure;Early Access",61.11219000,10
Violent;Action;Casual;Indie;Sports,61.11110000,2
Action;Adventure;Casual;Indie;Simulation;Sports;Strategy,61.02150000,2
Action;Casual;Strategy,61.01316923,13
Indie;Racing;Sports,60.96098571,14
"Action;Massively Multiplayer;RPG",60.93750000,2
Indie;Racing,60.86603750,40
Nudity;Adventure;Casual;Indie;RPG;Simulation,60.76920000,1
"Action;Adventure;Massively Multiplayer;RPG",60.68610000,3
"Action;Adventure;Indie;Massively Multiplayer;Simulation;Strategy;Early Access",60.57130000,1
"Audio Production;Early Access",60.52630000,1
Action;Adventure;Indie;Racing;RPG;Strategy,60.46510000,1
Gore;Indie,60.43890000,3
Action;Adventure;Casual;RPG;Strategy,60.34480000,1
"Action;Adventure;Indie;RPG;Simulation;Early Access",60.33501905,21
Action;Adventure;Casual;Racing,60.32500000,4
"Action;Adventure;Casual;Indie;Massively Multiplayer;Strategy",60.17240000,2
Casual;Indie;Racing;Simulation;Sports,60.14412222,9
Violent;Action;Adventure;RPG,60.03440000,3
"Action;Massively Multiplayer;Strategy;Early Access",60.00000000,1
"Casual;Free to Play;Indie;Simulation;Strategy",60.00000000,1
"Sexual Content;Nudity;Action;Indie",60.00000000,1
"Violent;Gore;Adventure;Indie;RPG;Early Access",60.00000000,1
Violent;Action;Indie;Racing,60.00000000,1
"Simulation;Sports;Strategy;Early Access",60.00000000,1
Nudity;Violent;Casual;Indie;Simulation,60.00000000,1
Gore;Action;Adventure;Casual;Indie;Simulation;Strategy,60.00000000,1
Violent;Action;Adventure;Casual;Simulation;Strategy,60.00000000,1
Violent;Gore;Action;Adventure;RPG;Simulation,60.00000000,1
"Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Sports;Strategy",60.00000000,1
Violent;Gore;Action;Adventure;Indie,59.97515333,45
Indie;Racing;Simulation;Sports,59.94854286,21
Simulation;Sports,59.90730377,53
Nudity;Violent;RPG,59.82370000,1
"Sexual Content;Nudity;Violent;Adventure;Indie;RPG",59.75610000,1
Racing;Simulation,59.72131429,14
Violent;Simulation;Sports,59.62410000,1
"Indie;Massively Multiplayer;RPG;Simulation;Strategy",59.59600000,1
